ticker,date,gvkey,comp_name,fiscal_year,fiscal_quarter,assets,net_income,ebitda,revenue,rd_expense,cap_ex_ytd,sector_code
F,2005-12-31,4839,FORD MOTOR CO,2005,4,269459.0,-74.0,4947.0,46325.0,8000.0,7517.0,25
F,2006-03-31,4839,FORD MOTOR CO,2006,1,269075.0,-1423.0,2508.0,40789.0,,1838.0,25
F,2006-06-30,4839,FORD MOTOR CO,2006,2,277025.0,-317.0,4071.0,41878.0,,3403.0,25
F,2006-09-30,4839,FORD MOTOR CO,2006,3,267465.0,-5248.0,-1836.0,37095.0,,5242.0,25
F,2006-12-31,4839,FORD MOTOR CO,2006,4,278554.0,-5625.0,3586.0,40303.0,7200.0,6848.0,25
F,2007-03-31,4839,FORD MOTOR CO,2007,1,272210.0,-282.0,5595.0,43019.0,,1296.0,25
F,2007-06-30,4839,FORD MOTOR CO,2007,2,279218.0,750.0,6191.0,44242.0,,2637.0,25
F,2007-09-30,4839,FORD MOTOR CO,2007,3,276163.0,-380.0,5995.0,41078.0,,4215.0,25
F,2007-12-31,4839,FORD MOTOR CO,2007,4,279264.0,-2811.0,3408.0,44116.0,7500.0,6022.0,25
F,2008-03-31,4839,FORD MOTOR CO,2008,1,282913.0,70.0,5758.0,43292.0,,1490.0,25
F,2008-06-30,4839,FORD MOTOR CO,2008,2,265297.0,-8697.0,-1158.0,41102.0,,3128.0,25
F,2008-09-30,4839,FORD MOTOR CO,2008,3,242065.0,-161.0,4695.0,31746.0,,4875.0,25
