ticker,date,gvkey,comp_name,fiscal_year,fiscal_quarter,assets,net_income,ebitda,revenue,rd_expense,cap_ex_ytd,sector_code
AAPL,2016-09-30,1690,APPLE INC,2016,4,321686.0,9014.0,14309.0,46852.0,2570.0,12734.0,45
AAPL,2016-12-31,1690,APPLE INC,2017,1,331141.0,17891.0,26346.0,78351.0,2871.0,3334.0,45
AAPL,2017-03-31,1690,APPLE INC,2017,2,334532.0,11029.0,16429.0,52896.0,2776.0,6309.0,45
AAPL,2017-06-30,1690,APPLE INC,2017,3,345173.0,8717.0,13122.0,45408.0,2937.0,8586.0,45
AAPL,2017-09-30,1690,APPLE INC,2017,4,375319.0,10714.0,15604.0,52579.0,2997.0,12451.0,45
AAPL,2017-12-31,1690,APPLE INC,2018,1,406794.0,20065.0,29019.0,88293.0,3407.0,2810.0,45
AAPL,2018-03-31,1690,APPLE INC,2018,2,367502.0,13822.0,18633.0,61137.0,3378.0,7005.0,45
AAPL,2018-06-30,1690,APPLE INC,2018,3,349197.0,11519.0,15041.0,53029.0,3701.0,10272.0,45
AAPL,2018-09-30,1690,APPLE INC,2018,4,365725.0,14125.0,18872.0,62900.0,3750.0,13313.0,45
AAPL,2018-12-31,1690,APPLE INC,2019,1,373719.0,19965.0,26741.0,84310.0,3902.0,3355.0,45
AAPL,2019-03-31,1690,APPLE INC,2019,2,341998.0,11561.0,16455.0,58015.0,3948.0,5718.0,45
AAPL,2019-06-30,1690,APPLE INC,2019,3,322239.0,10044.0,14477.0,53809.0,4257.0,7718.0,45
AAPL,2019-09-30,1690,APPLE INC,2019,4,338516.0,13686.0,18804.0,64040.0,4110.0,10495.0,45
AAPL,2019-12-31,1690,APPLE INC,2020,1,340618.0,22236.0,28385.0,91819.0,4451.0,2107.0,45
AAPL,2020-03-31,1690,APPLE INC,2020,2,320400.0,11249.0,15639.0,58313.0,4565.0,3960.0,45
AAPL,2020-06-30,1690,APPLE INC,2020,3,317344.0,11253.0,15843.0,59685.0,4758.0,5525.0,45
AAPL,2020-09-30,1690,APPLE INC,2020,4,323888.0,12673.0,17477.0,64698.0,4978.0,7309.0,45
AAPL,2020-12-31,1690,APPLE INC,2021,1,354054.0,28755.0,36200.0,111439.0,5163.0,3500.0,45
AAPL,2021-03-31,1690,APPLE INC,2021,2,337158.0,23630.0,30300.0,89584.0,5262.0,5769.0,45
AAPL,2021-06-30,1690,APPLE INC,2021,3,329840.0,21744.0,26958.0,81434.0,5717.0,7862.0,45
AAPL,2021-09-30,1690,APPLE INC,2021,4,351002.0,20551.0,26775.0,83360.0,5772.0,11085.0,45
AAPL,2021-12-31,1690,APPLE INC,2022,1,381191.0,34630.0,44185.0,123945.0,6306.0,2803.0,45
AAPL,2022-03-31,1690,APPLE INC,2022,2,350662.0,25010.0,32716.0,97278.0,6387.0,5317.0,45
AAPL,2022-06-30,1690,APPLE INC,2022,3,336309.0,19442.0,25881.0,82959.0,6797.0,7419.0,45
AAPL,2022-09-30,1690,APPLE INC,2022,4,352755.0,20721.0,27759.0,90146.0,6761.0,10708.0,45
AAPL,2022-12-31,1690,APPLE INC,2023,1,346747.0,29998.0,38932.0,117154.0,7709.0,3787.0,45
AAPL,2023-03-31,1690,APPLE INC,2023,2,332160.0,24160.0,31216.0,94836.0,7457.0,6703.0,45
AAPL,2023-06-30,1690,APPLE INC,2023,3,335038.0,19881.0,26050.0,81797.0,7442.0,8796.0,45
AAPL,2023-09-30,1690,APPLE INC,2023,4,352583.0,22956.0,29622.0,89498.0,7307.0,10959.0,45
AAPL,2023-12-31,1690,APPLE INC,2024,1,353514.0,33916.0,43221.0,119575.0,7696.0,2392.0,45
AAPL,2024-03-31,1690,APPLE INC,2024,2,337411.0,23636.0,30736.0,90753.0,7903.0,4388.0,45
AAPL,2024-06-30,1690,APPLE INC,2024,3,331612.0,21448.0,28202.0,85777.0,8006.0,6539.0,45
AAPL,2024-09-30,1690,APPLE INC,2024,4,364980.0,14736.0,32502.0,94930.0,7765.0,9447.0,45
AAPL,2024-12-31,1690,APPLE INC,2025,1,344085.0,36330.0,45912.0,124300.0,8268.0,2940.0,45
AAPL,2025-03-31,1690,APPLE INC,2025,2,331233.0,24780.0,32250.0,95359.0,8550.0,6011.0,45
AAPL,2025-06-30,1690,APPLE INC,2025,3,331495.0,23434.0,31032.0,94036.0,8866.0,9473.0,45
AAPL,2025-09-30,1690,APPLE INC,2025,4,359241.0,27466.0,35554.0,102466.0,8866.0,12715.0,45
AAPL,2025-12-31,1690,APPLE INC,2026,1,379297.0,42097.0,54066.0,143756.0,10887.0,2373.0,45
F,2005-03-31,4839,FORD MOTOR CO,2005,1,280588.0,875.0,6262.0,44895.0,,1561.0,25
F,2005-06-30,4839,FORD MOTOR CO,2005,2,276834.0,1215.0,5706.0,45166.0,,3572.0,25
F,2005-09-30,4839,FORD MOTOR CO,2005,3,268295.0,-576.0,4018.0,40510.0,,5462.0,25
